Date,Brand,Product,Manufacturing Unit,Production Volume (Units),Production Cost (INR),Raw Material Cost (INR),Labor Cost (INR),Machine Efficiency (%),Production Time (Hours),Defect Rate (%),Inventory Stock (Units),Inventory Turnover Ratio,Demand Forecast (Units),Supply Chain Cost (INR),On-Time Delivery (%),Customer Satisfaction (%),Quality Rating,Energy Consumption (kWh)
2022-01-08,Amul,Chocolates,Unit_19,4326,5.78,3.43,4.67,70.68,15.75,4.72,1249,2.54,4774,2358.17,86.64,87.41,Medium,143.04
2022-01-08,PepsiCo,Snacks,Unit_6,1184,10.99,2.41,3.05,84.91,18.79,0.13,5645,6.55,3965,4523.99,87.72,88.52,Medium,270.8
2022-01-08,PepsiCo,Chocolates,Unit_4,818,6.5,8.81,4.89,78.15,7.75,4.58,1941,8.62,3089,4144.13,86.4,91.59,Low,212.0
2022-01-08,Britannia,Biscuits,Unit_11,4126,6.55,4.71,1.76,85.14,19.02,4.82,6463,7.2,4698,2512.64,99.22,62.05,Medium,322.07
2022-01-08,Britannia,Chocolates,Unit_10,1935,10.93,5.45,4.39,72.72,6.08,4.9,7208,8.19,1697,3627.1,82.79,89.76,Low,473.9
2022-01-08,Nestle,Snacks,Unit_3,2903,12.54,9.41,2.03,97.27,13.29,3.89,14774,4.13,959,1249.47,84.03,89.84,High,169.63
2022-01-08,Haldiram's,Ice Cream,Unit_1,3164,7.8,5.53,2.0,93.22,6.73,0.9,17149,8.6,2333,2904.48,84.08,80.31,Medium,473.07
2022-01-08,Parle,Snacks,Unit_12,4824,15.27,4.38,1.47,86.56,18.34,4.87,8224,1.05,3323,741.29,94.64,84.03,High,420.03
2022-01-08,PepsiCo,Juices,Unit_15,1228,11.28,2.48,4.45,83.95,6.55,2.14,4698,8.45,2992,2349.05,93.34,87.07,Low,355.29
2022-01-08,PepsiCo,Snacks,Unit_15,1787,6.38,5.54,3.9,84.05,8.77,2.36,7602,1.25,4298,3326.49,83.54,79.88,Medium,306.73
2022-01-08,Amul,Dairy,Unit_14,4501,14.56,7.24,2.37,88.49,17.09,0.08,8072,6.81,3877,3323.69,80.52,99.66,Low,320.95
2022-01-08,Nestle,Biscuits,Unit_7,1060,10.35,4.15,2.4,86.36,15.33,1.72,18230,2.85,634,2166.7,80.79,61.95,High,220.34
2022-01-08,Haldiram's,Dairy,Unit_17,1875,5.78,7.74,4.38,84.47,10.82,1.29,18582,5.44,851,896.73,84.87,64.54,High,327.5
2022-01-08,Nestle,Ice Cream,Unit_19,1965,19.22,5.83,4.71,90.38,17.55,2.25,9410,4.64,3691,3384.41,95.12,71.01,Low,295.86
2022-01-08,Coca-Cola,Beverages,Unit_7,3006,13.57,8.86,3.41,92.95,14.54,1.35,4090,9.62,1600,881.24,97.94,82.9,Medium,280.47
2022-01-08,Haldiram's,Ice Cream,Unit_3,4386,12.17,3.29,2.63,89.29,8.9,2.24,1374,3.91,793,1554.46,98.06,96.92,Medium,125.34
2022-01-08,PepsiCo,Biscuits,Unit_3,524,17.89,8.06,1.21,81.74,16.1,0.74,9232,6.98,3810,4114.77,88.65,98.54,Low,346.86
2022-01-08,PepsiCo,Chocolates,Unit_18,1654,19.05,9.46,1.51,82.43,10.0,4.76,5954,5.65,529,2464.93,96.43,98.47,Low,162.76
2022-01-08,Haldiram's,Snacks,Unit_20,4965,8.3,7.93,1.57,72.96,17.24,3.32,3698,4.41,2321,4998.97,94.37,98.12,Low,285.96
2022-01-08,PepsiCo,Beverages,Unit_14,1959,17.15,5.25,2.11,82.44,16.72,4.94,2143,6.86,1797,3966.15,81.44,94.48,Low,215.85
2022-01-08,Parle,Biscuits,Unit_3,1720,17.47,3.84,2.03,93.57,9.63,0.02,19733,2.26,1329,2323.26,98.43,81.33,Low,459.73
2022-01-08,Haldiram's,Dairy,Unit_7,2656,5.82,2.79,3.17,71.99,6.55,4.18,9000,7.59,1446,994.2,90.85,86.94,High,367.58
2022-01-08,Nestle,Snacks,Unit_7,3791,15.68,7.14,4.78,75.27,17.31,0.42,5347,6.28,2695,2431.25,89.26,60.93,Low,210.06
2022-01-08,Haldiram's,Ice Cream,Unit_5,1219,5.94,3.14,4.45,95.28,10.47,3.87,15706,7.93,546,1114.85,91.73,61.14,Low,469.69
2022-01-09,PepsiCo,Dairy,Unit_3,1605,13.92,8.71,3.04,87.04,9.88,4.61,15784,7.79,2391,3604.7,83.54,94.87,Low,324.7
2022-01-09,Parle,Biscuits,Unit_18,4269,15.04,9.69,1.07,90.14,5.27,0.7,15307,5.29,3654,972.61,83.19,74.67,Low,269.5
2022-01-09,Parle,Biscuits,Unit_15,2979,10.51,3.09,1.27,79.65,15.89,4.78,13841,4.76,1792,4744.9,88.72,75.0,High,172.84
2022-01-09,Coca-Cola,Ice Cream,Unit_20,2420,18.21,5.01,4.44,84.66,9.11,2.18,3529,8.7,704,2253.9,91.48,67.66,Low,230.55
2022-01-09,Nestle,Beverages,Unit_14,3579,17.01,9.5,2.13,92.85,11.54,1.72,2798,9.21,2617,646.97,81.14,70.4,Low,116.61
2022-01-09,Britannia,Ice Cream,Unit_4,3669,18.89,5.77,2.27,96.28,18.5,3.98,13454,4.77,3884,4228.71,81.7,88.38,Low,275.17
2022-01-09,Britannia,Chocolates,Unit_8,3672,9.72,6.28,1.56,99.23,6.88,4.27,16270,9.36,1994,2081.31,98.8,94.49,High,180.93
2022-01-09,Haldiram's,Dairy,Unit_13,3830,5.32,7.98,1.89,95.53,5.57,4.18,5347,9.29,874,3514.76,87.14,75.05,Low,222.6
2022-01-09,Coca-Cola,Beverages,Unit_8,4951,17.17,3.68,1.99,72.02,13.41,3.12,10999,2.17,1401,4384.98,82.18,86.55,Medium,445.88
2022-01-09,Amul,Snacks,Unit_15,2558,8.34,9.83,2.65,80.3,15.5,1.48,15008,5.18,1458,764.71,82.97,89.28,High,235.24
2022-01-09,Haldiram's,Juices,Unit_17,3821,12.01,8.25,3.49,92.47,12.92,1.38,1255,8.25,2522,570.75,87.92,80.64,Medium,424.09
2022-01-09,Coca-Cola,Chocolates,Unit_5,2370,17.26,3.29,2.41,82.54,10.09,1.14,8798,2.35,3294,1137.08,96.95,75.97,Medium,447.88
2022-01-09,Nestle,Beverages,Unit_20,4121,8.24,2.89,2.8,83.09,10.42,0.73,5281,3.16,4571,1559.98,86.92,84.1,Low,269.28
2022-01-09,Nestle,Juices,Unit_4,1645,9.68,9.48,1.73,93.83,7.24,1.96,1920,5.98,675,2858.55,94.7,82.54,High,488.27
2022-01-09,Nestle,Juices,Unit_11,4491,11.59,7.48,1.23,95.0,9.68,4.28,8663,2.1,2440,4824.32,85.83,72.81,Medium,263.69
2022-01-09,Nestle,Dairy,Unit_18,3873,9.08,2.31,2.39,93.74,16.38,4.98,16088,4.03,579,2952.75,88.91,73.47,Medium,425.72
2022-01-09,Nestle,Biscuits,Unit_10,624,11.92,3.14,1.25,80.64,12.49,3.47,14142,5.63,1955,4366.86,84.92,67.97,Medium,481.05
2022-01-09,Coca-Cola,Snacks,Unit_17,811,5.14,2.38,2.2,76.84,18.36,0.78,17544,8.12,2523,1398.22,94.67,82.72,High,103.56
2022-01-09,Coca-Cola,Ice Cream,Unit_15,1274,8.18,9.79,4.35,80.76,7.52,3.37,2259,2.42,3251,4518.9,95.74,97.51,Low,242.2
2022-01-09,Parle,Dairy,Unit_6,3420,17.49,5.98,2.47,91.04,11.64,1.38,3209,7.49,2336,3715.73,89.2,73.62,Medium,407.8
2022-01-09,Britannia,Chocolates,Unit_16,2331,11.2,5.7,1.77,80.94,15.52,3.59,6000,9.53,2976,4774.43,94.33,86.87,Low,431.93
2022-01-09,PepsiCo,Juices,Unit_15,1193,14.55,9.65,4.61,71.66,9.08,1.18,1274,2.86,2995,4430.6,86.41,92.92,High,441.05
2022-01-09,Nestle,Chocolates,Unit_8,1876,8.48,6.04,3.56,94.02,9.0,0.82,10719,3.04,978,4326.17,89.19,98.6,Medium,404.36
2022-01-09,Amul,Juices,Unit_9,1489,14.75,6.14,4.95,71.9,6.58,3.17,19144,8.06,3690,829.05,97.52,92.18,Medium,231.05
2022-01-10,PepsiCo,Biscuits,Unit_11,3346,20.0,9.87,2.2,99.88,18.39,3.43,6279,2.21,4303,3532.4,80.93,63.83,High,421.26
2022-01-10,Coca-Cola,Biscuits,Unit_2,2252,13.93,2.89,1.8,95.85,7.59,0.92,14304,5.23,4775,1884.05,89.14,62.93,Medium,326.25
2022-01-10,Amul,Snacks,Unit_13,3459,14.43,9.89,2.19,98.69,19.55,2.56,4083,4.72,2867,1662.82,81.11,88.63,High,178.53
2022-01-10,Amul,Ice Cream,Unit_4,2953,6.67,3.33,4.25,95.0,11.73,4.4,12469,5.6,4953,2539.3,88.65,89.2,High,180.07
2022-01-10,Amul,Snacks,Unit_9,3543,11.05,5.78,1.61,73.03,19.73,3.42,17716,5.67,3195,4402.76,90.42,95.17,High,188.71
2022-01-10,Parle,Biscuits,Unit_5,2216,17.91,4.7,1.96,82.56,5.61,3.38,17126,6.02,611,904.03,95.11,91.57,High,166.71
2022-01-10,Coca-Cola,Biscuits,Unit_19,2126,17.51,9.64,3.81,97.24,13.51,3.62,3633,8.36,1894,4658.8,86.12,83.64,Medium,220.32
2022-01-10,Amul,Chocolates,Unit_3,3588,12.84,5.88,3.95,72.73,15.36,1.75,13699,4.85,3877,4361.09,95.64,88.04,Medium,394.61
2022-01-10,Nestle,Biscuits,Unit_3,3831,18.55,2.18,4.84,79.16,12.75,1.03,13116,2.94,1543,1759.39,81.16,84.52,High,471.18
2022-01-10,Haldiram's,Beverages,Unit_6,4528,7.14,3.77,4.92,84.01,13.55,3.67,6268,8.07,2857,2027.11,84.57,96.09,Medium,197.62
2022-01-10,Amul,Juices,Unit_10,1389,14.87,5.45,3.65,83.5,13.08,4.06,11972,9.81,947,728.27,92.1,78.05,Medium,333.66
2022-01-10,Parle,Dairy,Unit_5,1878,8.73,7.41,2.45,98.32,7.24,4.48,14224,2.13,1005,3783.28,80.15,67.24,Low,133.61
2022-01-10,PepsiCo,Biscuits,Unit_3,4775,14.68,6.5,2.81,81.85,12.98,3.98,14070,3.34,636,1273.04,92.82,67.43,High,321.02
2022-01-10,Coca-Cola,Snacks,Unit_7,2207,6.31,8.8,2.76,77.17,13.13,1.73,1367,9.8,3178,1829.15,94.38,60.82,Low,420.97
2022-01-10,Parle,Ice Cream,Unit_18,2864,19.15,8.63,2.55,83.35,10.33,2.33,19347,2.99,2340,2290.84,96.84,92.7,Medium,356.02
2022-01-10,Amul,Juices,Unit_8,731,16.79,6.72,2.35,81.88,14.11,3.9,14646,4.8,1572,2329.67,95.26,83.35,High,323.13
2022-01-10,Coca-Cola,Juices,Unit_1,2312,8.01,6.57,1.67,88.7,11.18,2.69,2935,1.75,2456,4106.99,98.68,78.56,Medium,373.93
2022-01-10,Haldiram's,Ice Cream,Unit_4,2112,14.56,4.23,2.46,99.82,16.33,2.79,18804,3.75,561,2727.45,90.61,89.74,Low,239.12
2022-01-10,Amul,Ice Cream,Unit_7,4926,16.39,9.66,4.88,86.54,5.57,4.71,11027,3.33,2137,750.41,94.86,72.64,Medium,344.63
2022-01-10,Parle,Juices,Unit_14,3496,8.14,2.61,4.53,83.87,5.15,4.79,19092,9.62,2505,3202.43,96.23,89.17,High,123.88
2022-01-10,Britannia,Beverages,Unit_13,747,6.4,5.18,3.47,87.82,12.86,3.81,2259,2.27,3181,1880.64,92.69,94.3,Medium,212.94
2022-01-10,Nestle,Snacks,Unit_10,4878,10.28,7.29,1.77,99.39,19.84,4.05,12721,3.79,1923,2029.39,98.61,84.65,High,165.06
2022-01-10,PepsiCo,Beverages,Unit_18,2579,7.04,9.57,4.51,88.74,11.68,1.32,2589,1.72,4573,1430.01,89.46,98.85,Low,412.69
2022-01-10,Parle,Biscuits,Unit_1,4241,13.49,6.01,2.25,73.69,5.18,2.97,12747,7.05,4552,1002.76,84.5,89.37,High,145.99
2022-01-11,Coca-Cola,Dairy,Unit_4,4976,11.36,9.17,3.18,97.38,9.76,2.39,1620,9.88,4516,1652.84,85.3,77.54,Low,382.44
2022-01-11,Amul,Ice Cream,Unit_16,562,11.94,2.84,4.65,87.72,12.01,0.21,7765,2.38,1137,4445.8,87.18,85.0,Medium,250.34
2022-01-11,Nestle,Snacks,Unit_16,4723,13.14,6.25,2.34,74.74,18.52,4.42,13367,6.64,4019,4422.85,94.73,64.82,Low,275.51
2022-01-11,Amul,Ice Cream,Unit_18,2051,19.73,4.53,4.65,76.91,6.82,1.48,13098,2.38,1434,4752.78,91.13,96.5,High,372.26
2022-01-11,Coca-Cola,Beverages,Unit_8,3505,16.89,8.37,1.94,73.62,18.87,4.66,8677,3.04,1591,654.01,98.69,86.03,High,428.62
2022-01-11,Amul,Chocolates,Unit_10,3822,14.44,5.56,4.71,98.82,19.1,3.18,13614,5.88,3202,4552.3,97.97,76.42,Low,250.29
2022-01-11,Britannia,Biscuits,Unit_16,794,10.46,5.8,2.43,72.13,14.61,4.07,8764,9.55,3839,2126.83,89.15,94.14,High,158.07
2022-01-11,Nestle,Dairy,Unit_11,4774,5.41,2.52,2.5,92.93,8.38,2.29,19863,5.28,3635,3418.58,87.92,62.45,Low,343.98
2022-01-11,Nestle,Biscuits,Unit_6,4824,6.75,5.5,3.21,80.13,13.05,0.94,16448,5.05,3536,3289.2,99.41,81.27,Medium,478.01
2022-01-11,Coca-Cola,Chocolates,Unit_1,1382,15.96,2.65,2.39,72.43,17.25,4.37,16354,2.23,1484,1272.65,89.63,89.72,Medium,176.79
2022-01-11,PepsiCo,Dairy,Unit_12,893,10.54,4.4,2.8,83.02,10.37,3.91,19502,6.07,2790,1274.46,99.82,88.17,High,291.97
2022-01-11,Britannia,Chocolates,Unit_6,3239,10.02,3.02,3.01,70.01,18.58,3.77,17533,5.16,2951,1460.23,84.73,60.68,Low,121.38
2022-01-11,Parle,Biscuits,Unit_13,3967,18.33,4.68,2.96,94.52,6.3,1.06,15155,4.01,2801,1709.53,97.81,69.04,Low,191.72
2022-01-11,Amul,Beverages,Unit_17,4667,12.27,3.82,4.84,86.26,9.61,2.61,12785,7.58,2622,2162.44,85.39,94.42,High,331.12
2022-01-11,Haldiram's,Juices,Unit_1,4913,18.49,4.28,2.13,83.55,19.9,1.61,2641,3.68,591,2547.55,92.86,70.38,Medium,361.97
2022-01-11,Amul,Biscuits,Unit_8,4470,18.3,3.19,2.14,94.88,13.76,3.06,1207,9.13,2950,2116.01,99.98,79.16,Medium,183.4
2022-01-11,Amul,Biscuits,Unit_8,4974,6.2,5.52,4.35,85.58,13.86,2.66,3230,8.85,709,3151.81,91.47,99.51,Low,456.45
2022-01-11,Parle,Biscuits,Unit_11,4731,19.18,5.98,2.57,87.86,8.6,0.89,19751,5.38,2724,1207.21,96.56,83.89,Low,396.35
2022-01-11,Amul,Snacks,Unit_14,3277,6.15,8.69,1.29,94.44,17.86,3.12,16171,9.17,2320,4695.57,84.98,82.28,Low,355.8
2022-01-11,Britannia,Chocolates,Unit_10,4192,19.45,6.31,2.93,91.62,11.44,0.19,12397,9.65,1371,4267.75,91.29,83.15,Low,162.76
2022-01-11,Britannia,Chocolates,Unit_15,1901,11.79,3.83,3.2,89.77,16.9,0.35,12269,1.33,1947,733.21,89.33,67.18,Medium,273.66
2022-01-11,Nestle,Ice Cream,Unit_7,1405,16.41,7.89,3.47,91.12,17.16,0.91,3994,8.67,4769,2577.13,87.48,87.53,Low,427.51
2022-01-11,Coca-Cola,Chocolates,Unit_7,1029,15.59,4.38,1.94,77.89,7.62,2.89,11530,4.62,4523,4166.09,81.23,60.93,High,361.61
2022-01-11,PepsiCo,Ice Cream,Unit_10,4221,12.78,8.05,4.89,73.52,12.53,3.8,17935,9.96,3926,2086.06,94.86,72.93,High,101.21
2022-01-12,Haldiram's,Snacks,Unit_4,886,14.29,5.1,3.95,88.68,10.76,3.91,11268,4.09,1228,2405.44,99.53,72.33,Medium,196.31
2022-01-12,Amul,Beverages,Unit_18,3121,19.25,6.11,3.88,76.72,7.32,1.38,7892,8.5,2575,4980.9,92.46,62.99,Medium,394.51
2022-01-12,Amul,Ice Cream,Unit_10,1072,18.91,6.03,4.49,71.43,6.85,1.92,19614,2.98,2987,3899.79,81.53,73.43,Medium,256.87
2022-01-12,Parle,Biscuits,Unit_19,1143,14.81,9.65,1.1,77.63,5.69,1.17,3447,9.37,719,1746.38,93.31,84.11,High,278.53
2022-01-12,Coca-Cola,Beverages,Unit_14,4571,14.87,3.23,3.45,91.61,15.53,0.18,7039,7.68,1600,3043.6,99.97,75.08,Medium,272.01
2022-01-12,Britannia,Juices,Unit_13,1792,8.7,9.51,4.27,91.25,16.73,2.48,17967,3.55,2769,4112.18,95.02,60.83,High,393.24
2022-01-12,Haldiram's,Snacks,Unit_15,4095,17.43,6.5,1.14,97.1,12.07,2.73,11531,7.19,4698,1761.25,88.47,85.03,Low,248.96
2022-01-12,Nestle,Chocolates,Unit_16,2985,14.49,9.95,4.02,90.26,13.46,4.68,3291,4.92,1994,842.63,99.57,72.22,Low,391.65
2022-01-12,Britannia,Ice Cream,Unit_2,1054,17.39,6.59,4.96,83.19,8.93,3.56,14066,8.73,3965,1984.23,98.22,99.94,Low,464.27
2022-01-12,Coca-Cola,Biscuits,Unit_4,2658,14.87,7.25,3.37,77.81,15.72,4.67,12020,1.05,3833,4471.56,95.54,95.99,Medium,155.82
2022-01-12,PepsiCo,Dairy,Unit_18,3893,9.49,8.0,2.7,92.75,13.76,1.4,3925,5.71,901,2605.42,98.62,79.5,Low,491.15
2022-01-12,Nestle,Juices,Unit_17,3074,7.84,8.57,2.81,82.36,18.23,3.62,3420,7.13,2662,3187.68,95.46,74.73,Low,235.0
2022-01-12,PepsiCo,Dairy,Unit_10,2724,6.15,5.82,3.72,94.46,16.19,2.99,7684,4.57,2051,685.9,99.54,62.78,High,478.51
2022-01-12,Parle,Beverages,Unit_9,4109,13.79,7.43,3.28,95.55,5.28,1.48,19332,5.26,3724,1577.61,95.17,60.06,Low,292.52
2022-01-12,Parle,Chocolates,Unit_15,2488,9.26,6.92,4.15,80.55,17.15,1.06,12448,3.16,1795,4031.44,82.97,91.95,High,351.56
2022-01-12,Amul,Dairy,Unit_12,1443,14.46,5.26,2.69,80.31,5.41,1.46,6281,4.76,2490,3700.98,81.99,79.69,Medium,415.77
2022-01-12,PepsiCo,Beverages,Unit_9,1493,5.88,8.57,2.67,97.41,17.21,4.9,6455,9.29,1491,998.92,84.92,72.74,Medium,182.0
2022-01-12,Coca-Cola,Snacks,Unit_14,3959,10.63,3.54,3.98,81.92,19.81,0.12,18950,4.46,2215,4192.04,82.75,82.79,Medium,240.2
2022-01-12,Haldiram's,Beverages,Unit_13,1621,8.91,3.34,3.58,91.2,12.21,4.52,3416,9.9,772,2893.23,91.29,72.23,Medium,228.63
2022-01-12,Nestle,Juices,Unit_6,3946,10.56,7.89,4.11,81.33,8.4,3.86,19805,5.19,4110,1624.65,93.21,75.33,High,433.41
2022-01-12,Britannia,Beverages,Unit_19,4765,5.81,7.1,4.55,91.94,5.14,2.72,14978,6.58,3062,1199.79,82.5,62.93,Low,111.45
2022-01-12,Coca-Cola,Juices,Unit_4,555,15.86,4.54,2.05,75.21,7.25,4.29,17762,1.04,3984,1271.53,80.14,77.68,High,216.18
2022-01-12,Coca-Cola,Beverages,Unit_20,2256,6.75,7.08,2.26,95.08,12.56,0.26,16154,2.68,1515,2380.98,93.94,65.69,Low,269.03
2022-01-12,Parle,Biscuits,Unit_17,1157,5.22,8.17,3.11,99.49,17.1,2.72,17470,4.2,3831,4442.42,81.0,77.22,High,106.79
2022-01-13,PepsiCo,Beverages,Unit_19,759,19.19,3.74,4.72,92.97,18.07,1.43,12886,3.95,2375,2154.97,94.43,91.01,Low,236.82
2022-01-13,Amul,Ice Cream,Unit_3,3109,7.89,6.65,4.34,80.77,15.25,0.05,8269,7.47,2623,3429.86,81.41,69.42,High,252.58
2022-01-13,Amul,Beverages,Unit_14,4409,17.42,8.6,2.87,86.66,6.3,3.1,10945,5.94,2902,1142.4,99.27,69.18,Low,152.86
2022-01-13,Nestle,Biscuits,Unit_17,903,19.47,5.29,3.29,90.09,19.87,3.29,6566,2.95,2569,787.48,84.99,88.44,Medium,463.97
2022-01-13,Parle,Biscuits,Unit_13,1294,13.01,6.57,3.85,75.79,16.21,2.95,10814,6.45,4107,2350.13,81.35,81.48,Low,441.39
2022-01-13,Coca-Cola,Snacks,Unit_9,2061,12.89,2.63,3.09,78.49,11.4,1.95,14905,2.18,4301,1240.03,92.44,76.81,High,316.83
2022-01-13,Haldiram's,Juices,Unit_1,1683,10.51,8.64,1.39,94.05,17.21,4.02,17515,8.81,2503,1376.07,94.45,61.96,Low,493.74
2022-01-13,Parle,Chocolates,Unit_17,3141,11.38,8.37,2.41,98.36,13.83,1.72,8668,7.75,2107,1713.37,98.48,78.81,Low,434.79
2022-01-13,Nestle,Dairy,Unit_16,3164,12.23,5.65,1.19,78.17,14.04,3.02,14935,4.11,2236,776.77,96.52,76.34,High,121.77
2022-01-13,Nestle,Dairy,Unit_18,4107,7.28,2.95,3.68,74.43,19.57,4.98,16274,1.44,4633,4103.88,85.63,66.49,High,158.93
2022-01-13,Parle,Beverages,Unit_2,2457,10.47,7.28,2.35,99.45,17.02,4.23,17935,8.04,4025,2939.26,84.0,97.22,High,185.48
2022-01-13,Nestle,Snacks,Unit_14,2593,17.24,6.58,3.95,79.6,8.93,3.22,17167,3.19,1100,2332.04,86.11,76.27,Medium,161.28
2022-01-13,Parle,Beverages,Unit_17,2252,7.74,9.36,2.72,93.35,7.63,3.37,10112,3.33,1959,1990.87,84.83,60.03,Low,342.98
2022-01-13,Britannia,Dairy,Unit_3,4062,15.95,4.24,1.18,81.37,7.58,4.21,18414,4.88,4104,504.38,94.4,98.74,Low,380.66
2022-01-13,Parle,Juices,Unit_2,2194,14.77,2.26,2.52,98.47,11.82,0.88,14311,6.48,4488,4412.11,93.97,78.65,High,460.54
2022-01-13,PepsiCo,Juices,Unit_8,1355,5.86,4.04,1.87,87.99,10.83,0.55,19026,1.31,4834,3928.44,91.2,84.91,High,423.52
2022-01-13,Parle,Juices,Unit_2,1795,5.34,5.42,1.86,82.45,11.79,1.1,15341,8.43,1614,3789.78,81.4,75.4,High,163.2
2022-01-13,Nestle,Biscuits,Unit_2,4121,10.29,3.24,2.51,75.35,5.94,3.72,2759,1.31,3563,1285.04,99.07,91.34,Medium,113.41
2022-01-13,PepsiCo,Chocolates,Unit_9,4706,15.38,9.84,4.91,77.67,8.03,3.85,12300,2.57,4231,734.88,87.0,72.4,Medium,278.58
2022-01-13,Nestle,Snacks,Unit_20,1538,9.96,3.78,4.84,95.71,16.96,0.14,6076,3.04,4181,791.16,96.29,78.13,Medium,489.49
2022-01-13,Amul,Biscuits,Unit_6,4870,15.02,7.42,4.21,71.71,16.36,0.3,17242,8.64,2598,2913.21,95.94,76.98,High,283.09
2022-01-13,Amul,Chocolates,Unit_12,3947,14.98,5.63,1.98,74.71,10.9,4.91,19962,7.71,1322,3362.56,85.94,77.36,Medium,293.24
2022-01-13,PepsiCo,Snacks,Unit_9,3932,17.1,6.44,4.06,75.78,10.86,2.46,9507,6.5,1728,4991.89,84.97,85.11,Medium,369.41
2022-01-13,Britannia,Snacks,Unit_7,4248,6.49,9.46,1.06,72.12,18.26,2.68,16696,4.21,1365,2850.64,90.7,91.5,Low,110.24
2022-01-14,Amul,Dairy,Unit_12,2741,13.66,6.25,1.23,90.57,7.73,3.06,6985,5.98,862,1995.71,87.16,75.66,Low,415.81
2022-01-14,Parle,Biscuits,Unit_5,4030,5.94,4.44,4.34,99.44,10.36,4.82,5837,1.46,3241,3558.94,98.4,85.14,Medium,423.02
2022-01-14,Nestle,Snacks,Unit_16,2463,7.64,3.77,3.26,74.18,16.45,0.8,3146,8.79,4267,3397.74,98.25,62.58,High,239.89
2022-01-14,Amul,Ice Cream,Unit_5,3515,9.88,9.14,2.49,93.97,13.62,3.17,17835,7.23,3322,603.07,95.43,62.87,Medium,252.72
2022-01-14,Amul,Juices,Unit_12,4067,15.61,9.89,3.96,75.3,5.9,0.38,16278,7.0,3698,1056.74,80.42,64.26,High,162.8
2022-01-14,Britannia,Snacks,Unit_20,4370,19.61,4.01,1.46,99.21,5.18,2.57,4994,9.86,4051,3615.57,96.92,69.12,Low,121.01
2022-01-14,PepsiCo,Chocolates,Unit_9,1984,10.14,7.78,2.15,85.21,5.29,2.2,17040,5.8,1107,870.58,93.12,67.12,High,482.42
2022-01-14,PepsiCo,Dairy,Unit_7,4734,12.82,6.05,3.91,95.43,14.84,1.34,6248,1.66,1900,4127.9,90.48,79.14,Medium,153.55
2022-01-14,Coca-Cola,Beverages,Unit_19,2839,8.89,7.59,1.83,75.12,14.34,2.2,10255,3.05,3871,4585.08,87.81,70.67,Medium,476.02
2022-01-14,Britannia,Juices,Unit_20,834,15.13,9.71,3.4,96.56,5.67,3.49,10475,2.45,1051,1399.98,92.33,87.5,High,352.75
2022-01-14,Parle,Dairy,Unit_11,2358,10.5,4.21,2.79,72.45,6.98,4.2,13195,9.47,696,2774.67,85.12,91.19,High,494.81
2022-01-14,PepsiCo,Beverages,Unit_12,1707,12.22,7.92,1.81,70.69,15.84,3.92,2930,2.15,4111,1915.47,91.52,76.14,Medium,280.65
2022-01-14,Nestle,Biscuits,Unit_3,1424,13.52,5.5,4.55,91.27,9.64,2.92,3833,1.2,3652,2844.21,93.02,95.39,Low,425.94
2022-01-14,Britannia,Biscuits,Unit_17,3445,15.29,7.22,2.74,73.2,19.88,4.48,1278,3.72,3355,3271.81,93.53,83.41,Medium,201.74
2022-01-14,Amul,Snacks,Unit_7,4939,5.9,5.25,3.4,95.97,9.69,3.47,15916,2.1,1326,552.77,88.42,95.06,Low,127.32
2022-01-14,Nestle,Ice Cream,Unit_10,4085,13.32,7.67,2.01,88.64,10.04,4.19,7224,6.58,805,4529.28,81.4,78.61,Medium,375.83
2022-01-14,Nestle,Biscuits,Unit_15,4856,11.47,4.7,2.39,79.93,11.29,1.99,4769,3.01,4606,2161.47,88.36,73.71,Medium,457.3
2022-01-14,Amul,Snacks,Unit_2,4527,7.01,5.91,1.2,78.32,17.41,3.49,2514,8.58,2178,1363.26,98.03,81.41,Low,125.81
2022-01-14,Britannia,Juices,Unit_13,4764,8.12,7.67,2.93,72.46,13.36,0.37,11157,2.29,4439,644.47,90.74,75.41,High,307.43
2022-01-14,Amul,Dairy,Unit_4,4795,18.26,2.34,2.38,90.6,17.86,4.79,11126,2.37,893,4967.17,80.78,72.75,High,367.89
2022-01-14,Coca-Cola,Biscuits,Unit_18,4342,18.08,4.62,2.32,97.51,11.41,3.15,9517,6.47,2710,3917.57,87.48,64.26,Medium,382.16
2022-01-14,Nestle,Dairy,Unit_1,2898,5.5,6.37,4.56,92.7,14.12,4.28,6337,1.74,1878,2551.85,92.32,78.88,High,119.55
2022-01-14,Haldiram's,Dairy,Unit_2,527,15.34,2.59,3.82,88.58,5.07,2.43,11999,1.46,1235,4396.44,85.6,85.56,Medium,446.27
2022-01-14,Haldiram's,Ice Cream,Unit_2,4450,13.31,7.63,2.83,73.56,13.63,0.15,16132,2.66,2034,2552.59,83.75,91.83,High,229.45
2022-01-15,Parle,Biscuits,Unit_4,2398,19.1,8.51,1.78,94.83,6.21,2.46,6577,5.74,4960,3595.58,91.56,94.74,Medium,218.05
2022-01-15,PepsiCo,Dairy,Unit_3,2927,18.62,3.31,4.89,98.96,7.9,3.63,13727,5.93,4990,4807.28,92.15,66.79,Low,126.28
2022-01-15,Amul,Ice Cream,Unit_17,2125,13.69,7.87,1.3,77.88,19.96,0.33,12347,4.46,2367,3678.1,89.18,75.45,Low,335.72
